Motif_name	Motif_ID	TF_Species	TF_ID	Family_ID	TSource_ID	MSource_ID	DBID	TF_Name	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID.1	Motif_Type	MSource_Identifier	MSource_Type	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	uniprot.Swiss-Prot	uniprot.TrEMBL
M00114_2.00_Tfap2e_Mus_musculus	M00114_2.00	Homo_sapiens	T010821_2.00	F024_2.00	TS12_2.00	MS02_2.00	ENSG00000008197	TFAP2D	I	AP-2	TF_AP-2	1	0.7	Tcfap2e_3713	PBM	Badis09	PBM	19443739	None	SequenceIdentity	1	Ensembl	http://www.ensembl.org/	Q7Z6R9	None
M02768_2.00_Tfap2a_Mus_musculus	M02768_2.00	Homo_sapiens	T010821_2.00	F024_2.00	TS12_2.00	MS33_2.00	ENSG00000008197	TFAP2D	I	AP-2	TF_AP-2	1	0.7	Tcfap2a_1	SELEX	Jolma2013	SELEX	23332764	January 2013	SequenceIdentity	1	Ensembl	http://www.ensembl.org/	Q7Z6R9	None
M02769_2.00_Tfap2a_Mus_musculus	M02769_2.00	Homo_sapiens	T010821_2.00	F024_2.00	TS12_2.00	MS33_2.00	ENSG00000008197	TFAP2D	I	AP-2	TF_AP-2	1	0.7	Tcfap2a_2	SELEX	Jolma2013	SELEX	23332764	January 2013	SequenceIdentity	1	Ensembl	http://www.ensembl.org/	Q7Z6R9	None
M02770_2.00_Tfap2a_Mus_musculus	M02770_2.00	Homo_sapiens	T010821_2.00	F024_2.00	TS12_2.00	MS33_2.00	ENSG00000008197	TFAP2D	I	AP-2	TF_AP-2	1	0.7	Tcfap2a_3	SELEX	Jolma2013	SELEX	23332764	January 2013	SequenceIdentity	1	Ensembl	http://www.ensembl.org/	Q7Z6R9	None
M00115_2.00_Arid3a_Mus_musculus	M00115_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS02_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	Arid3a_3875	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01655_2.00_ACYPI009013_Acyrthosiphon_pisum	M01655_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5117	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01656_2.00_DDB_G0275333_Dictyostelium_discoideum	M01656_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5168	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01658_2.00_ARID3A_Microcebus_murinus	M01658_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH9214	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01659_2.00_Arid3b_Mus_musculus	M01659_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH4425	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01660_2.00_Arid3a_Mus_musculus	M01660_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5169	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01662_2.00_ARID3A_Procavia_capensis	M01662_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH9384	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01664_2.00_retn_Drosophila_melanogaster	M01664_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5119	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01665_2.00_GSPATT00004674001_Paramecium_tetraurelia	M01665_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5124	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01666_2.00_TTHERM_00243900_Tetrahymena_thermophila	M01666_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5128	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M01667_2.00_cfi.1_Caenorhabditis_elegans	M01667_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5118	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M03590_2.00_retn_Drosophila_melanogaster	M03590_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS45_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	retn_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M05899_2.00_retn_Drosophila_melanogaster	M05899_2.00	Homo_sapiens	T014545_2.00	F028_2.00	TS12_2.00	MS19_2.00	ENSG00000179361	ARID3B	I	ARID/BRIGHT	ARID	1	0.422230966271411	retn_SANGER_5_FBgn0004795	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q8IVW6	H3BQ92
M00115_2.00_Arid3a_Mus_musculus	M00115_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS02_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	Arid3a_3875	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01655_2.00_ACYPI009013_Acyrthosiphon_pisum	M01655_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5117	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01656_2.00_DDB_G0275333_Dictyostelium_discoideum	M01656_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5168	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01658_2.00_ARID3A_Microcebus_murinus	M01658_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH9214	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01659_2.00_Arid3b_Mus_musculus	M01659_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH4425	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01660_2.00_Arid3a_Mus_musculus	M01660_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5169	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01662_2.00_ARID3A_Procavia_capensis	M01662_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH9384	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01664_2.00_retn_Drosophila_melanogaster	M01664_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5119	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01665_2.00_GSPATT00004674001_Paramecium_tetraurelia	M01665_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5124	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01666_2.00_TTHERM_00243900_Tetrahymena_thermophila	M01666_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5128	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M01667_2.00_cfi.1_Caenorhabditis_elegans	M01667_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5118	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M03590_2.00_retn_Drosophila_melanogaster	M03590_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS45_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	retn_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M05899_2.00_retn_Drosophila_melanogaster	M05899_2.00	Homo_sapiens	T014547_2.00	F028_2.00	TS12_2.00	MS19_2.00	ENSG00000205143	ARID3C	I	ARID/BRIGHT	ARID	1	0.422230966271411	retn_SANGER_5_FBgn0004795	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	A6NKF2	None
M00116_2.00_Arid5a_Mus_musculus	M00116_2.00	Homo_sapiens	T014546_2.00	F028_2.00	TS12_2.00	MS02_2.00	ENSG00000196843	ARID5A	I	ARID/BRIGHT	ARID	1	0.422230966271411	Arid5a_3770	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q03989	F6Q9D3
M01657_2.00_arid6_Danio_rerio	M01657_2.00	Homo_sapiens	T014546_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000196843	ARID5A	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5120	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q03989	F6Q9D3
M01661_2.00_Arid5b_Mus_musculus	M01661_2.00	Homo_sapiens	T014546_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000196843	ARID5A	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH4426	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q03989	F6Q9D3
M01663_2.00_Arid5a_Rattus_norvegicus	M01663_2.00	Homo_sapiens	T014546_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000196843	ARID5A	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5121	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q03989	F6Q9D3
M01668_2.00_e_gw.4.260.1_CONSTRUCT_PBM_CONSTRUCTS	M01668_2.00	Homo_sapiens	T014546_2.00	F028_2.00	TS12_2.00	MS64_2.00	ENSG00000196843	ARID5A	I	ARID/BRIGHT	ARID	1	0.422230966271411	pTH5122	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q03989	F6Q9D3
M00130_2.00_Plagl1_Mus_musculus	M00130_2.00	Homo_sapiens	T094865_2.00	F135_2.00	TS12_2.00	MS02_2.00	ENSG00000118495	PLAGL1	I	C2H2 ZF	zf-C2H2	1	0.755454495539129	Plagl1_0972	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9UM63	['A1YLA2', 'A1YLA1', 'Q68DN7', 'A0A3B3IRN7', 'A0A0D9SGF7', 'A0A0D9SEQ4', 'A0A0D9SFM8', 'A0A0D9SFI7']
M00142_2.00_Zfp691_Mus_musculus	M00142_2.00	Homo_sapiens	T095023_2.00	F135_2.00	TS12_2.00	MS02_2.00	ENSG00000164011	ZNF691	I	C2H2 ZF	zf-C2H2	1	0.755454495539129	Zfp691_0895	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5VV52	['A0A0A0MRR1', 'Q5VV50', 'Q5VV51']
M00152_2.00_Zbtb3_Mus_musculus	M00152_2.00	Homo_sapiens	T095235_2.00	F135_2.00	TS12_2.00	MS02_2.00	ENSG00000185670	ZBTB3	I	C2H2 ZF	zf-C2H2	1	0.755454495539129	Zbtb3_1048	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q9H5J0	['E9PPE9', 'A0A024R5A6']
M00157_2.00_Gabpa_Mus_musculus	M00157_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS02_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Gabpa_2829	PBM	Badis09	PBM	19443739	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01477_2.00_Etv3_Mus_musculus	M01477_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Etv3	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01478_2.00_Etv1_Mus_musculus	M01478_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Etv1	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01479_2.00_Etv1_Mus_musculus	M01479_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Gm5454	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01481_2.00_Elk3_Mus_musculus	M01481_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Elk3	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01482_2.00_Gabpa_Mus_musculus	M01482_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Gabpa	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01483_2.00_Elk1_Mus_musculus	M01483_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Elk1	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01485_2.00_Etv5_Mus_musculus	M01485_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Etv5	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01486_2.00_Fli1_Mus_musculus	M01486_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Fli1	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01487_2.00_Etv4_Mus_musculus	M01487_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Etv4	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01489_2.00_Elk4_Mus_musculus	M01489_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Elk4	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01492_2.00_Elf4_Mus_musculus	M01492_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Elf4	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01493_2.00_Ets1_Mus_musculus	M01493_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets1	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01494_2.00_Elf2_Mus_musculus	M01494_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Elf2	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01495_2.00_Erg_Mus_musculus	M01495_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Erg	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01496_2.00_XP_911724.4_Mus_musculus	M01496_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS60_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Gm4881	PBM	Wei10	PBM	20517297	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01971_2.00_elk4_Tetraodon_nigroviridis	M01971_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS64_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	pTH6345	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01972_2.00_Ets21C_Drosophila_melanogaster	M01972_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS64_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	pTH6450	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M01973_2.00_F19F10.1_Caenorhabditis_elegans	M01973_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS64_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	pTH6516	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03010_2.00_Elk3_Mus_musculus	M03010_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS33_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Elk3_1	SELEX	Jolma2013	SELEX	23332764	January 2013	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03722_2.00_aop_Drosophila_melanogaster	M03722_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	aop_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03723_2.00_Eip74EF_Drosophila_melanogaster	M03723_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Eip74EF_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03724_2.00_Eip74EF_Drosophila_melanogaster	M03724_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Eip74EF_2	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03725_2.00_pnt_Drosophila_melanogaster	M03725_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	pnt_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03726_2.00_Ets65A_Drosophila_melanogaster	M03726_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets65A_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03732_2.00_Ets21C_Drosophila_melanogaster	M03732_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets21C_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M03733_2.00_Ets96B_Drosophila_melanogaster	M03733_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS45_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets96B_1	SELEX	Nitta2015	SELEX	25779349	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06185_2.00_aop_Drosophila_melanogaster	M06185_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	aop_SANGER_10_FBgn0000097	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06186_2.00_Eip74EF_Drosophila_melanogaster	M06186_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Eip74EF_FlyReg_FBgn0000567	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06187_2.00_Eip74EF_Drosophila_melanogaster	M06187_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Eip74EF_SANGER_5_FBgn0000567	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06188_2.00_pnt_Drosophila_melanogaster	M06188_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	pnt_SANGER_5_FBgn0003118	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06189_2.00_Ets97D_Drosophila_melanogaster	M06189_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets97D_SANGER_10_FBgn0004510	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06190_2.00_Ets65A_Drosophila_melanogaster	M06190_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets65A_SANGER_10_FBgn0005658	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06192_2.00_Ets21C_Drosophila_melanogaster	M06192_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets21c_SANGER_5_FBgn0005660	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M06193_2.00_Ets96B_Drosophila_melanogaster	M06193_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS19_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Ets96B_SANGER_5_FBgn0039225	B1H	FlyFactorSurvey	B1H	21097781	July 2012	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M09539_2.00_Fli1_Mus_musculus	M09539_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS28_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	CD8-FLI_GSE20898	Misc	HOMER	Misc	20513432	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
M09667_2.00_Eip74EF_Drosophila_melanogaster	M09667_2.00	Homo_sapiens	T176137_2.00	F180_2.00	TS12_2.00	MS29_2.00	ENSG00000253831	ETV3L	I	Ets	Ets	1	0.717430627666105	Eip74EF	Misc	iDMMPMM	Misc	20067172	January 2016	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q6ZN32	None
